image_name,class_label
image_1553.png,9
image_1554.png,8
image_1555.png,6
image_1556.png,2
image_1557.png,9
image_1558.png,6
image_1559.png,2
image_1560.png,3
image_1561.png,1
image_1562.png,7
image_1563.png,6
image_1564.png,8
image_1565.png,9
image_1566.png,1
image_1567.png,2
image_1568.png,3
image_1569.png,4
image_1570.png,3
image_1571.png,2
image_1572.png,8
image_1573.png,2
image_1574.png,7
image_1575.png,7
image_1576.png,5
image_1577.png,6
image_1578.png,6
image_1579.png,9
image_1580.png,8
image_1581.png,7
image_1582.png,1
image_1583.png,1
image_1584.png,3
image_1585.png,8
image_1586.png,5
image_1587.png,9
image_1588.png,0
image_1589.png,8
image_1590.png,2
image_1591.png,0
image_1592.png,5
image_1593.png,4
image_1594.png,8
image_1595.png,0
image_1596.png,2
image_1597.png,0
image_1598.png,1
image_1599.png,3
image_1600.png,8
image_1601.png,7
image_1602.png,7
image_1603.png,4
image_1604.png,7
